problem,task_idx,seed,best_cost,best_cv,conv_file,conv_cv_file,bestx_file
CMT1,0,0,0.0,0.0,results_CMT1/CMT1_seed0_20251127T023437Z_conv.npy,results_CMT1/CMT1_seed0_20251127T023437Z_conv_cv.npy,results_CMT1/CMT1_seed0_20251127T023437Z_bestx.npy
CMT1,1,0,8.526512829121202e-13,0.0,results_CMT1/CMT1_seed0_20251127T023437Z_conv.npy,results_CMT1/CMT1_seed0_20251127T023437Z_conv_cv.npy,results_CMT1/CMT1_seed0_20251127T023437Z_bestx.npy
CMT1,0,1,0.0,0.0,results_CMT1/CMT1_seed1_20251127T023444Z_conv.npy,results_CMT1/CMT1_seed1_20251127T023444Z_conv_cv.npy,results_CMT1/CMT1_seed1_20251127T023444Z_bestx.npy
CMT1,1,1,2.2737367544323206e-13,0.0,results_CMT1/CMT1_seed1_20251127T023444Z_conv.npy,results_CMT1/CMT1_seed1_20251127T023444Z_conv_cv.npy,results_CMT1/CMT1_seed1_20251127T023444Z_bestx.npy
CMT1,0,2,2.220446049250313e-16,0.0,results_CMT1/CMT1_seed2_20251127T023451Z_conv.npy,results_CMT1/CMT1_seed2_20251127T023451Z_conv_cv.npy,results_CMT1/CMT1_seed2_20251127T023451Z_bestx.npy
CMT1,1,2,3.410605131648481e-13,0.0,results_CMT1/CMT1_seed2_20251127T023451Z_conv.npy,results_CMT1/CMT1_seed2_20251127T023451Z_conv_cv.npy,results_CMT1/CMT1_seed2_20251127T023451Z_bestx.npy
CMT1,0,3,1.3145040611561853e-13,0.0,results_CMT1/CMT1_seed3_20251127T023457Z_conv.npy,results_CMT1/CMT1_seed3_20251127T023457Z_conv_cv.npy,results_CMT1/CMT1_seed3_20251127T023457Z_bestx.npy
CMT1,1,3,1.793978299247101e-10,0.0,results_CMT1/CMT1_seed3_20251127T023457Z_conv.npy,results_CMT1/CMT1_seed3_20251127T023457Z_conv_cv.npy,results_CMT1/CMT1_seed3_20251127T023457Z_bestx.npy
CMT1,0,4,0.0,0.0,results_CMT1/CMT1_seed4_20251127T023505Z_conv.npy,results_CMT1/CMT1_seed4_20251127T023505Z_conv_cv.npy,results_CMT1/CMT1_seed4_20251127T023505Z_bestx.npy
CMT1,1,4,2.2737367544323206e-13,0.0,results_CMT1/CMT1_seed4_20251127T023505Z_conv.npy,results_CMT1/CMT1_seed4_20251127T023505Z_conv_cv.npy,results_CMT1/CMT1_seed4_20251127T023505Z_bestx.npy
CMT1,0,5,0.0,0.0,results_CMT1/CMT1_seed5_20251127T023513Z_conv.npy,results_CMT1/CMT1_seed5_20251127T023513Z_conv_cv.npy,results_CMT1/CMT1_seed5_20251127T023513Z_bestx.npy
CMT1,1,5,2.2737367544323206e-13,0.0,results_CMT1/CMT1_seed5_20251127T023513Z_conv.npy,results_CMT1/CMT1_seed5_20251127T023513Z_conv_cv.npy,results_CMT1/CMT1_seed5_20251127T023513Z_bestx.npy
CMT1,0,6,0.0,0.0,results_CMT1/CMT1_seed6_20251127T023520Z_conv.npy,results_CMT1/CMT1_seed6_20251127T023520Z_conv_cv.npy,results_CMT1/CMT1_seed6_20251127T023520Z_bestx.npy
CMT1,1,6,1.1368683772161603e-13,0.0,results_CMT1/CMT1_seed6_20251127T023520Z_conv.npy,results_CMT1/CMT1_seed6_20251127T023520Z_conv_cv.npy,results_CMT1/CMT1_seed6_20251127T023520Z_bestx.npy
CMT1,0,7,0.0,0.0,results_CMT1/CMT1_seed7_20251127T023527Z_conv.npy,results_CMT1/CMT1_seed7_20251127T023527Z_conv_cv.npy,results_CMT1/CMT1_seed7_20251127T023527Z_bestx.npy
CMT1,1,7,1.057287590811029e-11,0.0,results_CMT1/CMT1_seed7_20251127T023527Z_conv.npy,results_CMT1/CMT1_seed7_20251127T023527Z_conv_cv.npy,results_CMT1/CMT1_seed7_20251127T023527Z_bestx.npy
CMT1,0,8,7.738254481637341e-14,0.0,results_CMT1/CMT1_seed8_20251127T023533Z_conv.npy,results_CMT1/CMT1_seed8_20251127T023533Z_conv_cv.npy,results_CMT1/CMT1_seed8_20251127T023533Z_bestx.npy
CMT1,1,8,1.0413714335300028e-10,0.0,results_CMT1/CMT1_seed8_20251127T023533Z_conv.npy,results_CMT1/CMT1_seed8_20251127T023533Z_conv_cv.npy,results_CMT1/CMT1_seed8_20251127T023533Z_bestx.npy
CMT1,0,9,3.4416913763379853e-15,0.0,results_CMT1/CMT1_seed9_20251127T023541Z_conv.npy,results_CMT1/CMT1_seed9_20251127T023541Z_conv_cv.npy,results_CMT1/CMT1_seed9_20251127T023541Z_bestx.npy
CMT1,1,9,9.094947017729282e-12,0.0,results_CMT1/CMT1_seed9_20251127T023541Z_conv.npy,results_CMT1/CMT1_seed9_20251127T023541Z_conv_cv.npy,results_CMT1/CMT1_seed9_20251127T023541Z_bestx.npy
CMT1,0,10,0.0,0.0,results_CMT1/CMT1_seed10_20251127T023548Z_conv.npy,results_CMT1/CMT1_seed10_20251127T023548Z_conv_cv.npy,results_CMT1/CMT1_seed10_20251127T023548Z_bestx.npy
CMT1,1,10,1.1368683772161603e-13,0.0,results_CMT1/CMT1_seed10_20251127T023548Z_conv.npy,results_CMT1/CMT1_seed10_20251127T023548Z_conv_cv.npy,results_CMT1/CMT1_seed10_20251127T023548Z_bestx.npy
CMT1,0,11,0.0,0.0,results_CMT1/CMT1_seed11_20251127T023559Z_conv.npy,results_CMT1/CMT1_seed11_20251127T023559Z_conv_cv.npy,results_CMT1/CMT1_seed11_20251127T023559Z_bestx.npy
CMT1,1,11,1.1368683772161603e-13,0.0,results_CMT1/CMT1_seed11_20251127T023559Z_conv.npy,results_CMT1/CMT1_seed11_20251127T023559Z_conv_cv.npy,results_CMT1/CMT1_seed11_20251127T023559Z_bestx.npy
CMT1,0,12,0.0,0.0,results_CMT1/CMT1_seed12_20251127T023606Z_conv.npy,results_CMT1/CMT1_seed12_20251127T023606Z_conv_cv.npy,results_CMT1/CMT1_seed12_20251127T023606Z_bestx.npy
CMT1,1,12,2.2737367544323206e-13,0.0,results_CMT1/CMT1_seed12_20251127T023606Z_conv.npy,results_CMT1/CMT1_seed12_20251127T023606Z_conv_cv.npy,results_CMT1/CMT1_seed12_20251127T023606Z_bestx.npy
CMT1,0,13,0.0,0.0,results_CMT1/CMT1_seed13_20251127T023613Z_conv.npy,results_CMT1/CMT1_seed13_20251127T023613Z_conv_cv.npy,results_CMT1/CMT1_seed13_20251127T023613Z_bestx.npy
CMT1,1,13,1.7053025658242404e-13,0.0,results_CMT1/CMT1_seed13_20251127T023613Z_conv.npy,results_CMT1/CMT1_seed13_20251127T023613Z_conv_cv.npy,results_CMT1/CMT1_seed13_20251127T023613Z_bestx.npy
CMT1,0,14,0.0,0.0,results_CMT1/CMT1_seed14_20251127T023623Z_conv.npy,results_CMT1/CMT1_seed14_20251127T023623Z_conv_cv.npy,results_CMT1/CMT1_seed14_20251127T023623Z_bestx.npy
CMT1,1,14,1.1368683772161603e-13,0.0,results_CMT1/CMT1_seed14_20251127T023623Z_conv.npy,results_CMT1/CMT1_seed14_20251127T023623Z_conv_cv.npy,results_CMT1/CMT1_seed14_20251127T023623Z_bestx.npy
CMT1,0,15,1.1102230246251565e-16,0.0,results_CMT1/CMT1_seed15_20251127T023630Z_conv.npy,results_CMT1/CMT1_seed15_20251127T023630Z_conv_cv.npy,results_CMT1/CMT1_seed15_20251127T023630Z_bestx.npy
CMT1,1,15,1.1368683772161603e-13,0.0,results_CMT1/CMT1_seed15_20251127T023630Z_conv.npy,results_CMT1/CMT1_seed15_20251127T023630Z_conv_cv.npy,results_CMT1/CMT1_seed15_20251127T023630Z_bestx.npy
CMT1,0,16,0.0,0.0,results_CMT1/CMT1_seed16_20251127T023637Z_conv.npy,results_CMT1/CMT1_seed16_20251127T023637Z_conv_cv.npy,results_CMT1/CMT1_seed16_20251127T023637Z_bestx.npy
CMT1,1,16,1.1368683772161603e-13,0.0,results_CMT1/CMT1_seed16_20251127T023637Z_conv.npy,results_CMT1/CMT1_seed16_20251127T023637Z_conv_cv.npy,results_CMT1/CMT1_seed16_20251127T023637Z_bestx.npy
CMT1,0,17,0.0,0.0,results_CMT1/CMT1_seed17_20251127T023643Z_conv.npy,results_CMT1/CMT1_seed17_20251127T023643Z_conv_cv.npy,results_CMT1/CMT1_seed17_20251127T023643Z_bestx.npy
CMT1,1,17,3.410605131648481e-13,0.0,results_CMT1/CMT1_seed17_20251127T023643Z_conv.npy,results_CMT1/CMT1_seed17_20251127T023643Z_conv_cv.npy,results_CMT1/CMT1_seed17_20251127T023643Z_bestx.npy
CMT1,0,18,1.1102230246251565e-16,0.0,results_CMT1/CMT1_seed18_20251127T023650Z_conv.npy,results_CMT1/CMT1_seed18_20251127T023650Z_conv_cv.npy,results_CMT1/CMT1_seed18_20251127T023650Z_bestx.npy
CMT1,1,18,2.2737367544323206e-13,0.0,results_CMT1/CMT1_seed18_20251127T023650Z_conv.npy,results_CMT1/CMT1_seed18_20251127T023650Z_conv_cv.npy,results_CMT1/CMT1_seed18_20251127T023650Z_bestx.npy
